file.name,value,name,LOCALITY_ID
evi_2014_25,0.243359242,A. D. Barnes Park,L200830
evi_2014_25,0.41879292,台北--大安森林公園(Taipei--Da'an Forest Park),L1123077
evi_2014_25,0.250278555,Addis Ababa--Ghion Hotel,L2319930
evi_2014_25,0.108179601,江戸川区--葛西臨海公園 (Edogawa Ward--Kasai Rinkai Park),L3016220
evi_2014_25,0.273981532,Athens National Gardens,L1896754
evi_2014_25,0.254825619,Büyük Çamlıca Tepesi,L2694540
evi_2014_25,0.323446327,Bangkok--Lumphini Park,L2361473
evi_2014_25,0.374605712,Berlin--Grosser Tiergarten,L1068940
evi_2014_25,0.426834012,Bidadari,L1756521
evi_2014_25,0.163542904,Bosque El Olivar,L3345783
evi_2014_25,0.251772418,Bosque los Colomos,L826850
evi_2014_25,0.230093935,Boston Public Garden,L2811916
evi_2014_25,0.227911664,Botanik Parkı,L209928
evi_2014_25,0.25000559,Cape Town--Company's Garden,L1930245
evi_2014_25,0.247966082,Centennial Olympic Park,L1357648
evi_2014_25,0.268004789,Centennial Park (Sydney),L796074
evi_2014_25,0.317997586,"Central Park (Banabitan), Kolkata",L945869
evi_2014_25,0.301477724,Centre for Environment Education (CEE),L2071440
evi_2014_25,0.217155093,Cerro Santa Lucia,L3353044
evi_2014_25,0.228163364,Constitution Gardens and Reflecting Pool,L980718
evi_2014_25,0.465085439,Curitiba -- Jardim Botânico de Curitiba,L473521
evi_2014_25,0.220231795,Dallas--Pioneer Park/City Hall Park,L3143033
evi_2014_25,0.313955247,Durban Botanical Gardens,L1274650
evi_2014_25,0.217863738,Echo Park,L1060493
evi_2014_25,0.291232017,Fergusson College Campus,L619767
evi_2014_25,0.244375302,Freeway Park (Seattle),L3148022
evi_2014_25,0.252452299,Hanoi Botanical Gardens,L372668
evi_2014_25,0.372721556,Hofgarten Düsseldorf,L1877540
evi_2014_25,0.341685612,Houston--West 11th Street Park,L3024180
evi_2014_25,0.045366915,"Humboldt Park, Chicago",L281716
evi_2014_25,0.364712299,Hyde Park,L339164
evi_2014_25,0.268685687,Jakarta--Monas,L938388
evi_2014_25,0.483401396,Jardín Botánico de Medellín Joaquín Antonio Uribe,L1416967
evi_2014_25,0.415353231,Jardín Botánico José Celestino Mutis,L1119406
evi_2014_25,0.346189518,Johannesburg Botanical Gardens,L2404145
evi_2014_25,0.204719747,Kiwanis Park,L1277000
evi_2014_25,0.382363479,Kowloon Park,L834429
evi_2014_25,0.394689489,Kuala Lumpur City Center Park,L1435080
evi_2014_25,0.226612554,Kunming--Green Lake Park,L2688240
evi_2014_25,0.358568249,Lago del Golf,L957929
evi_2014_25,0.244825825,Lalbagh Botanical Gardens,L1471853
evi_2014_25,0.187722775,Lodi Gardens,L2525698
evi_2014_25,0.270023987,Lucknow Zoological Garden,L2265071
evi_2014_25,0.259055404,"Manila American Cemetery & Memorial, Taguig",L3922053
evi_2014_25,0.259793372,Mt. Davidson,L1271819
evi_2014_25,0.366810761,Nairobi River @ National Museums of Kenya (incl. Boulevard Hotel),L419667
evi_2014_25,0.088321324,Namsan Mountain,L1046815
evi_2014_25,0.20105217,Pantoja Park,L1668242
evi_2014_25,0.275031484,Paris--6e arr.--Jardin du Luxembourg,L1830072
evi_2014_25,0.4813282,Parque Chico Mendes,L920889
evi_2014_25,0.346174025,"Parque de El Retiro, Madrid",L2386097
evi_2014_25,0.323817037,"Parque de la Ciutadella, Barcelona",L1139116
evi_2014_25,0.340405349,Parque do Ibirapuera,L4026586
evi_2014_25,0.22383562,Parque Rufino Tamayo,L1800556
evi_2014_25,0.175709071,PN de l'Île-de-la-Visitation,L2875912
evi_2014_25,0.083090662,Prospect Park,L459787
evi_2014_25,0.232254811,Royal Botanic Gardens (Melbourne),L109516
evi_2014_25,0.124386598,Safa Park,L919153
evi_2014_25,0.342168156,Saigon--Thao Cam Vien (Saigon Zoo),L982332
evi_2014_25,0.231750298,"Sanjeevaiah Park, Hyderabad",L1118709
evi_2014_25,0.540248851,Santo Domingo--Jardín Botánico Nacional,L2472492
evi_2014_25,0.087344483,Shahr Park (general area),L352473
evi_2014_25,0.161349549,Shangaii--Century Park,L3158781
evi_2014_25,0.156195474,Shushan Forest Park,L1029418
evi_2014_25,0.216900706,Sun Yat-sen University Campus,L3483931
evi_2014_25,0.187418248,Technopole,L2354294
evi_2014_25,0.116686269,Tiantan Park (Temple of Heaven),L2389491
evi_2014_25,0.174418313,Toronto--Queen's Park,L2398320
evi_2014_25,0.231137636,UM Dearborn--Rouge River Bird Observatory,L571677
evi_2014_25,0.357507471,University of Ghana Botanical Gardens,L511955
evi_2014_25,0.425106056,Villa Borghese,L2265183
evi_2014_25,0.184390304,Viveros de Coyoacán,L1017789
evi_2014_25,0.220072903,Woodlands Cemetery,L294783
evi_2014_25,0.342980757,Yangon--Inya Lake,L715912
,,,L1899347
