file.name,value,name,LOCALITY_ID
forest_gain_25,0.002371973,A. D. Barnes Park,L200830
forest_gain_25,0.001184523,大阪市--大阪城/大阪城公園 (Osaka--Osaka Castle / Osaka Castle Park),L1123077
forest_gain_25,6.62E-04,台北--大安森林公園(Taipei--Da'an Forest Park),L2319930
forest_gain_25,0.008760925,Addis Ababa--Ghion Hotel,L3016220
forest_gain_25,5.83E-05,江戸川区--葛西臨海公園 (Edogawa Ward--Kasai Rinkai Park),L1896754
forest_gain_25,0.001107536,Athens National Gardens,L2694540
forest_gain_25,0.005495945,Büyük Çamlıca Tepesi,L2361473
forest_gain_25,3.91E-06,Bangkok--Lumphini Park,L1068940
forest_gain_25,0.00630123,Berlin--Grosser Tiergarten,L1756521
forest_gain_25,0.022177538,Bidadari,L3345783
forest_gain_25,5.29E-06,Bosque El Olivar,L826850
forest_gain_25,6.17E-05,Bosque los Colomos,L2811916
forest_gain_25,5.32E-04,Boston Public Garden,L209928
forest_gain_25,1.02E-04,Botanik Parkı,L1930245
forest_gain_25,0.007186481,Cape Town--Company's Garden,L1357648
forest_gain_25,0.008119939,Centennial Olympic Park,L796074
forest_gain_25,0.002012703,Centennial Park (Sydney),L945869
forest_gain_25,0,"Central Park (Banabitan), Kolkata",L2071440
forest_gain_25,0,Centre for Environment Education (CEE),L3353044
forest_gain_25,3.15E-04,Cerro Santa Lucia,L980718
forest_gain_25,8.42E-04,Constitution Gardens and Reflecting Pool,L473521
forest_gain_25,0.010826939,Curitiba -- Jardim Botânico de Curitiba,L3143033
forest_gain_25,0.001871432,Dallas--Pioneer Park/City Hall Park,L1274650
forest_gain_25,0.001228002,Durban Botanical Gardens,L1060493
forest_gain_25,4.22E-04,Echo Park,L619767
forest_gain_25,0,Fergusson College Campus,L3148022
forest_gain_25,0.004475841,Freeway Park (Seattle),L372668
forest_gain_25,2.34E-04,Hanoi Botanical Gardens,L1877540
forest_gain_25,0.001569075,Hofgarten Düsseldorf,L3024180
forest_gain_25,0.005597657,Houston--West 11th Street Park,L281716
forest_gain_25,2.44E-05,"Humboldt Park, Chicago",L339164
forest_gain_25,0.002108295,Hyde Park,L938388
forest_gain_25,3.51E-05,Jakarta--Monas,L1416967
forest_gain_25,0.008865416,Jardín Botánico de Medellín Joaquín Antonio Uribe,L1119406
forest_gain_25,0.003667818,Jardín Botánico José Celestino Mutis,L2404145
forest_gain_25,1.93E-04,Johannesburg Botanical Gardens,L1277000
forest_gain_25,4.03E-06,Kiwanis Park,L834429
forest_gain_25,0.002494118,Kowloon Park,L1435080
forest_gain_25,0.010988123,Kuala Lumpur City Center Park,L2688240
forest_gain_25,0.001146355,Kunming--Green Lake Park,L957929
forest_gain_25,6.19E-04,Lago del Golf,L1471853
forest_gain_25,9.71E-06,Lalbagh Botanical Gardens,L2525698
forest_gain_25,3.61E-05,Lodi Gardens,L2265071
forest_gain_25,2.98E-04,Lucknow Zoological Garden,L3922053
forest_gain_25,0.001831579,"Manila American Cemetery & Memorial, Taguig",L1271819
forest_gain_25,0.002543592,Mt. Davidson,L419667
forest_gain_25,0.009703568,Nairobi River @ National Museums of Kenya (incl. Boulevard Hotel),L1046815
forest_gain_25,8.35E-04,Namsan Mountain,L1668242
forest_gain_25,8.92E-05,Pantoja Park,L1830072
forest_gain_25,0.002933884,Paris--6e arr.--Jardin du Luxembourg,L920889
forest_gain_25,0.001456447,Parque Chico Mendes,L2386097
forest_gain_25,9.59E-04,"Parque de El Retiro, Madrid",L1139116
forest_gain_25,0.002519834,"Parque de la Ciutadella, Barcelona",L4026586
forest_gain_25,0.003630406,Parque do Ibirapuera,L1800556
forest_gain_25,3.49E-04,Parque Rufino Tamayo,L2875912
forest_gain_25,2.97E-04,PN de l'Île-de-la-Visitation,L459787
forest_gain_25,7.42E-05,Prospect Park,L109516
forest_gain_25,0.001176441,Royal Botanic Gardens (Melbourne),L919153
forest_gain_25,0,Safa Park,L982332
forest_gain_25,6.70E-04,Saigon--Thao Cam Vien (Saigon Zoo),L1118709
forest_gain_25,3.91E-07,"Sanjeevaiah Park, Hyderabad",L2472492
forest_gain_25,0.011902436,Santo Domingo--Jardín Botánico Nacional,L352473
forest_gain_25,0,Shahr Park (general area),L3158781
forest_gain_25,0,Shangaii--Century Park,L1029418
forest_gain_25,8.80E-06,Shushan Forest Park,L3483931
forest_gain_25,0.002686431,Sun Yat-sen University Campus,L2354294
forest_gain_25,0,Technopole,L2389491
forest_gain_25,3.81E-04,Tiantan Park (Temple of Heaven),L2398320
forest_gain_25,6.97E-05,Toronto--Queen's Park,L571677
forest_gain_25,7.26E-05,UM Dearborn--Rouge River Bird Observatory,L511955
forest_gain_25,0.001512403,University of Ghana Botanical Gardens,L2265183
forest_gain_25,7.52E-04,Villa Borghese,L1017789
forest_gain_25,7.21E-05,Viveros de Coyoacán,L294783
forest_gain_25,6.86E-04,Woodlands Cemetery,L715912
forest_gain_25,3.81E-05,Yangon--Inya Lake,L1899347
