Area,BUFF_DIST,LOCALITY_I,Perimeter,value,file.name
409.6210974,5,L923357,8.123751837,5.72E-04,forest_gain_5
11.83772529,5,L2314029,1.803885894,1.91E-05,forest_gain_5
41.52692277,5,L1070558,3.403294442,0,forest_gain_5
108.0565067,5,L2205485,8.383377561,0.001202794,forest_gain_5
195.1515519,5,L945563,7.491118318,3.59E-04,forest_gain_5
688.9089054,5,L938388,11.58241077,3.87E-04,forest_gain_5
380.0643874,5,L663110,7.900171122,4.09E-04,forest_gain_5
75.04806455,5,L342893,4.211326752,9.24E-05,forest_gain_5
203.8869419,5,L2468319,7.213091601,7.43E-05,forest_gain_5
813.4974407,5,L806691,13.13482194,5.10E-06,forest_gain_5
274.5874481,5,L165056,6.777135664,4.88E-05,forest_gain_5
27.44461616,5,L2161102,2.088819629,5.92E-05,forest_gain_5
40.88619848,5,L1448462,6.585374467,6.04E-06,forest_gain_5
48.74494516,5,L1409960,4.207193165,2.52E-05,forest_gain_5
83.33875035,5,L2390329,4.021541947,8.73E-05,forest_gain_5
31.32391737,5,L3187356,4.290778941,2.51E-05,forest_gain_5
18.00116307,5,L312198,1.80251158,5.42E-04,forest_gain_5
59.78429576,5,L196159,3.463815592,3.55E-04,forest_gain_5
144.3757788,5,L275836,5.691863051,3.52E-04,forest_gain_5
33.92931433,5,L634615,3.061784846,0.002638626,forest_gain_5
83.63361068,5,L807500,6.47805541,0.00373581,forest_gain_5
147.3843367,5,L447381,5.598376426,1.76E-04,forest_gain_5
82.2925033,5,L2041660,3.686770374,6.14E-04,forest_gain_5
10.72610792,5,L2531682,1.639869598,0.001093373,forest_gain_5
8.658871484,5,L2531687,1.596830405,0.001087888,forest_gain_5
193.0574293,5,L919153,6.271403326,3.40E-04,forest_gain_5
281.8079743,5,L945869,7.917616955,1.41E-04,forest_gain_5
20.295477,5,L1007610,2.118178555,2.45E-04,forest_gain_5
3.529576952,5,L1206404,1.042346446,4.88E-04,forest_gain_5
25.03211447,5,L1896576,1.918820091,1.37E-04,forest_gain_5
4.643658481,5,L1284799,1.046470945,1.89E-04,forest_gain_5
4.908590966,5,L389608,1.26595499,2.06E-04,forest_gain_5
7.750115788,5,L1014322,1.1395047,5.44E-04,forest_gain_5
7.054897622,5,L598129,1.108911737,6.68E-04,forest_gain_5
671.2881167,5,L109439,14.74217781,4.59E-04,forest_gain_5
74.99682478,5,L590796,5.473325974,9.09E-04,forest_gain_5
27.25148609,5,L419667,1.9939401,9.40E-04,forest_gain_5
5.404973654,5,L1074046,1.0048047,0.002570184,forest_gain_5
