Area,BUFF_DIST,LOCALITY_I,Perimeter,value,file.name
409.6210974,5,L923357,8.123751837,190,esa_globcover_5
11.83772529,5,L2314029,1.803885894,190,esa_globcover_5
41.52692277,5,L1070558,3.403294442,190,esa_globcover_5
108.0565067,5,L2205485,8.383377561,190,esa_globcover_5
195.1515519,5,L945563,7.491118318,190,esa_globcover_5
688.9089054,5,L938388,11.58241077,190,esa_globcover_5
380.0643874,5,L663110,7.900171122,190,esa_globcover_5
75.04806455,5,L342893,4.211326752,190,esa_globcover_5
203.8869419,5,L2468319,7.213091601,70,esa_globcover_5
813.4974407,5,L806691,13.13482194,190,esa_globcover_5
274.5874481,5,L165056,6.777135664,190,esa_globcover_5
27.44461616,5,L2161102,2.088819629,190,esa_globcover_5
40.88619848,5,L1448462,6.585374467,190,esa_globcover_5
48.74494516,5,L1409960,4.207193165,190,esa_globcover_5
83.33875035,5,L2390329,4.021541947,190,esa_globcover_5
31.32391737,5,L3187356,4.290778941,190,esa_globcover_5
18.00116307,5,L312198,1.80251158,190,esa_globcover_5
59.78429576,5,L196159,3.463815592,190,esa_globcover_5
144.3757788,5,L275836,5.691863051,190,esa_globcover_5
33.92931433,5,L634615,3.061784846,70,esa_globcover_5
83.63361068,5,L807500,6.47805541,70,esa_globcover_5
147.3843367,5,L447381,5.598376426,190,esa_globcover_5
82.2925033,5,L2041660,3.686770374,190,esa_globcover_5
10.72610792,5,L2531682,1.639869598,190,esa_globcover_5
8.658871484,5,L2531687,1.596830405,190,esa_globcover_5
193.0574293,5,L919153,6.271403326,190,esa_globcover_5
281.8079743,5,L945869,7.917616955,190,esa_globcover_5
20.295477,5,L1007610,2.118178555,190,esa_globcover_5
3.529576952,5,L1206404,1.042346446,190,esa_globcover_5
25.03211447,5,L1896576,1.918820091,190,esa_globcover_5
4.643658481,5,L1284799,1.046470945,210,esa_globcover_5
4.908590966,5,L389608,1.26595499,210,esa_globcover_5
7.750115788,5,L1014322,1.1395047,190,esa_globcover_5
7.054897622,5,L598129,1.108911737,190,esa_globcover_5
671.2881167,5,L109439,14.74217781,210,esa_globcover_5
74.99682478,5,L590796,5.473325974,190,esa_globcover_5
27.25148609,5,L419667,1.9939401,190,esa_globcover_5
5.404973654,5,L1074046,1.0048047,70,esa_globcover_5
155.706136,5,L486301,6.404377203,70,esa_globcover_5
202.9866002,5,L456488,7.538904307,130,esa_globcover_5
148.6685496,5,L796467,6.166389618,190,esa_globcover_5
12.94475035,5,L246035,1.63351686,190,esa_globcover_5
699.5155119,5,L453412,12.2642329,70,esa_globcover_5
3.737196655,5,L241804,0.931712593,190,esa_globcover_5
10.56080261,5,L208734,1.813471768,190,esa_globcover_5
19.00362924,5,L834368,3.117662103,70,esa_globcover_5
26.91715066,5,L2875912,2.256211723,130,esa_globcover_5
38.9454954,5,L250958,2.646238463,130,esa_globcover_5
96.84988008,5,L250145,4.795861467,130,esa_globcover_5
62.48892426,5,L227274,3.622011139,130,esa_globcover_5
5.564527258,5,L622087,0.999373874,130,esa_globcover_5
221.92285,5,L797450,6.048442742,130,esa_globcover_5
7.442667215,5,L2107980,1.786392089,140,esa_globcover_5
76.90147549,5,L834429,5.118132766,130,esa_globcover_5
16.03374622,5,L385285,1.731909734,190,esa_globcover_5
69.36152985,5,L889273,3.514993998,190,esa_globcover_5
89.83552913,5,L299578,4.033944585,190,esa_globcover_5
93.73892113,5,L1743685,4.17784758,70,esa_globcover_5
319.0909037,5,L684445,8.24315392,70,esa_globcover_5
34.0470971,5,L588572,3.552011792,70,esa_globcover_5
37.42166983,5,L883813,2.56518368,70,esa_globcover_5
217.5057554,5,L732477,6.138825815,70,esa_globcover_5
60.3667342,5,L232994,3.965223168,70,esa_globcover_5
105.5116638,5,L343087,5.393706839,70,esa_globcover_5
15.82612815,5,L910358,1.74843709,140,esa_globcover_5
107.8573867,5,L1215121,4.771933533,140,esa_globcover_5
217.2872915,5,L268530,8.669759547,190,esa_globcover_5
790.6461919,5,L213077,11.85319233,70,esa_globcover_5
128.4767034,5,L152123,4.777319255,70,esa_globcover_5
81.43173982,5,L1163678,4.129937205,70,esa_globcover_5
196.1479739,5,L252263,6.378792977,140,esa_globcover_5
23.72710521,5,L454170,2.106393862,190,esa_globcover_5
127.8079008,5,L108460,4.815162072,190,esa_globcover_5
144.0509166,5,L339164,5.331651204,190,esa_globcover_5
102.340698,5,L108479,4.021158782,190,esa_globcover_5
228.3071132,5,L298724,6.3240743,190,esa_globcover_5
353.4472499,5,L11,7.647478528,190,esa_globcover_5
3.014494833,5,L1620006,0.918286157,190,esa_globcover_5
33.66621996,5,L571677,2.897408564,190,esa_globcover_5
21.74399686,5,L2921580,3.802309809,190,esa_globcover_5
14.69443918,5,L2921596,2.802077398,190,esa_globcover_5
4.082893853,5,L2889249,1.25598204,190,esa_globcover_5
10.27955091,5,L2960422,1.68200426,190,esa_globcover_5
7.335856056,5,L717897,1.258993105,190,esa_globcover_5
269.8380529,5,L271279,7.179805207,190,esa_globcover_5
28.71537021,5,L1150366,2.375736161,70,esa_globcover_5
11.07748812,5,L1138317,2.59040892,70,esa_globcover_5
139.3080943,5,L620970,4.775986637,70,esa_globcover_5
32.9713361,5,L2807001,2.898828457,70,esa_globcover_5
59.35114917,5,L711719,3.239175882,70,esa_globcover_5
12.06031765,5,L1877656,1.730353462,140,esa_globcover_5
30.75045904,5,L200830,2.589964103,140,esa_globcover_5
95.16645998,5,L458792,5.883104866,140,esa_globcover_5
155.6967854,5,L305312,6.625675685,70,esa_globcover_5
8.054821953,5,L886942,1.149968823,70,esa_globcover_5
14.98169863,5,L127353,2.211383781,70,esa_globcover_5
129.7488156,5,L148362,6.075697426,70,esa_globcover_5
11.61341834,5,L796074,1.625463791,70,esa_globcover_5
429.9630584,5,L109516,9.806453823,190,esa_globcover_5
331.5524457,5,L285884,7.351110814,190,esa_globcover_5
18.46289688,5,L304833,1.786136513,190,esa_globcover_5
4.349022249,5,L683555,0.840172943,190,esa_globcover_5
619.2460061,5,L191106,13.03461987,190,esa_globcover_5
38.88254494,5,L715912,2.614425012,190,esa_globcover_5
243.095914,5,L1025768,6.201269384,190,esa_globcover_5
77.29235124,5,L1160385,5.247531585,70,esa_globcover_5
75.65575155,5,L449982,3.474831634,190,esa_globcover_5
180.2503623,5,L681420,5.608294963,190,esa_globcover_5
