Area,BUFF_DIST,LOCALITY_I,Perimeter,value,file.name
813.4974407,15,L806691,13.13482194,19.12166788,gls_water_15
790.6461919,15,L213077,11.85319233,4.082537123,gls_water_15
699.5155119,15,L453412,12.2642329,48.20160646,gls_water_15
688.9089054,15,L938388,11.58241077,2.692240632,gls_water_15
671.2881167,15,L109439,14.74217781,83.32240756,gls_water_15
619.2460061,15,L191106,13.03461987,22.60864956,gls_water_15
429.9630584,15,L109516,9.806453823,45.83339257,gls_water_15
409.6210974,15,L923357,8.123751837,39.02185632,gls_water_15
380.0643874,15,L663110,7.900171122,12.86487178,gls_water_15
357.1702097,15,L451783,11.86242988,18.80939065,gls_water_15
353.4472499,15,L11,7.647478528,47.8290331,gls_water_15
331.5524457,15,L285884,7.351110814,46.34758413,gls_water_15
319.0909037,15,L684445,8.24315392,2.923593805,gls_water_15
281.8079743,15,L945869,7.917616955,58.82112082,gls_water_15
274.5874481,15,L165056,6.777135664,15.61092573,gls_water_15
269.8380529,15,L271279,7.179805207,3.14135617,gls_water_15
243.095914,15,L1025768,6.201269384,9.509725185,gls_water_15
228.3071132,15,L298724,6.3240743,55.23199269,gls_water_15
221.92285,15,L797450,6.048442742,0.070884245,gls_water_15
218.2688057,15,L340861,10.2951507,25.76192696,gls_water_15
217.5057554,15,L732477,6.138825815,2.041941954,gls_water_15
217.2872915,15,L268530,8.669759547,4.375969358,gls_water_15
203.8869419,15,L2468319,7.213091601,20.19113134,gls_water_15
202.9866002,15,L456488,7.538904307,0.064621266,gls_water_15
196.1479739,15,L252263,6.378792977,33.08224815,gls_water_15
195.1515519,15,L945563,7.491118318,3.131378309,gls_water_15
193.0574293,15,L919153,6.271403326,24.85760278,gls_water_15
180.2503623,15,L681420,5.608294963,24.88943194,gls_water_15
172.2545638,15,L207391,6.151848882,14.74441904,gls_water_15
155.706136,15,L486301,6.404377203,4.136908163,gls_water_15
155.6967854,15,L305312,6.625675685,25.92079868,gls_water_15
148.6685496,15,L796467,6.166389618,23.24387166,gls_water_15
147.3843367,15,L447381,5.598376426,8.832691846,gls_water_15
144.3757788,15,L275836,5.691863051,46.41738203,gls_water_15
144.0509166,15,L339164,5.331651204,33.97091761,gls_water_15
139.3080943,15,L620970,4.775986637,9.919179153,gls_water_15
129.7488156,15,L148362,6.075697426,7.347941376,gls_water_15
128.4767034,15,L152123,4.777319255,6.102281422,gls_water_15
127.8079008,15,L108460,4.815162072,28.40063922,gls_water_15
108.0565067,15,L2205485,8.383377561,7.357045683,gls_water_15
107.8573867,15,L1215121,4.771933533,4.133025226,gls_water_15
105.5116638,15,L343087,5.393706839,2.481924206,gls_water_15
102.340698,15,L108479,4.021158782,7.376647595,gls_water_15
96.84988008,15,L250145,4.795861467,0.04755741,gls_water_15
95.16645998,15,L458792,5.883104866,14.02893559,gls_water_15
93.73892113,15,L1743685,4.17784758,2.19297182,gls_water_15
89.83552913,15,L299578,4.033944585,2.118123008,gls_water_15
83.63361068,15,L807500,6.47805541,2.473388705,gls_water_15
83.33875035,15,L2390329,4.021541947,2.179273826,gls_water_15
82.2925033,15,L2041660,3.686770374,37.41507319,gls_water_15
81.43173982,15,L1163678,4.129937205,5.722331321,gls_water_15
77.29235124,15,L1160385,5.247531585,18.20936234,gls_water_15
76.90147549,15,L834429,5.118132766,0.441583934,gls_water_15
75.65575155,15,L449982,3.474831634,15.84617902,gls_water_15
75.04806455,15,L342893,4.211326752,13.99752513,gls_water_15
74.99682478,15,L590796,5.473325974,77.51408981,gls_water_15
69.36152985,15,L889273,3.514993998,0.974581897,gls_water_15
65.17827951,15,L618326,3.798472575,0.026194425,gls_water_15
62.48892426,15,L227274,3.622011139,0.035708724,gls_water_15
60.3667342,15,L232994,3.965223168,2.611615293,gls_water_15
60.04776679,15,L710606,4.637691061,27.98904295,gls_water_15
59.78429576,15,L196159,3.463815592,29.76592267,gls_water_15
59.35114917,15,L711719,3.239175882,2.88635175,gls_water_15
55.2938267,15,L209928,3.442792364,37.15339755,gls_water_15
48.74494516,15,L1409960,4.207193165,1.901833757,gls_water_15
41.52692277,15,L1070558,3.403294442,69.60564024,gls_water_15
40.88619848,15,L1448462,6.585374467,1.790972646,gls_water_15
38.9454954,15,L250958,2.646238463,0.017372991,gls_water_15
