file.name,value,name,LOCALITY_ID
forest_loss_5,4.91E-04,A. D. Barnes Park,L200830
forest_loss_5,2.01E-04,大阪市--大阪城/大阪城公園 (Osaka--Osaka Castle / Osaka Castle Park),L1123077
forest_loss_5,2.97E-04,台北--大安森林公園(Taipei--Da'an Forest Park),L2319930
forest_loss_5,0.003005077,Addis Ababa--Ghion Hotel,L3016220
forest_loss_5,9.13E-04,江戸川区--葛西臨海公園 (Edogawa Ward--Kasai Rinkai Park),L1896754
forest_loss_5,0.003122468,Athens National Gardens,L2694540
forest_loss_5,0.008013891,Büyük Çamlıca Tepesi,L2361473
forest_loss_5,2.92E-04,Bangkok--Lumphini Park,L1068940
forest_loss_5,0.001526019,Berlin--Grosser Tiergarten,L1756521
forest_loss_5,0.006870578,Bidadari,L3345783
forest_loss_5,0,Bosque El Olivar,L826850
forest_loss_5,0.004021682,Bosque los Colomos,L2811916
forest_loss_5,9.86E-04,Boston Public Garden,L209928
forest_loss_5,0.001697738,Botanik Parkı,L1930245
forest_loss_5,0.01278171,Cape Town--Company's Garden,L1357648
forest_loss_5,0.00335343,Centennial Olympic Park,L796074
forest_loss_5,0.001391883,Centennial Park (Sydney),L945869
forest_loss_5,2.27E-04,"Central Park (Banabitan), Kolkata",L2071440
forest_loss_5,0,Centre for Environment Education (CEE),L3353044
forest_loss_5,6.23E-05,Cerro Santa Lucia,L980718
forest_loss_5,0.003409375,Constitution Gardens and Reflecting Pool,L473521
forest_loss_5,0.003586475,Curitiba -- Jardim Botânico de Curitiba,L3143033
forest_loss_5,0.004177768,Dallas--Pioneer Park/City Hall Park,L1274650
forest_loss_5,0.00681957,Durban Botanical Gardens,L1060493
forest_loss_5,6.02E-04,Echo Park,L619767
forest_loss_5,0,Fergusson College Campus,L3148022
forest_loss_5,9.57E-04,Freeway Park (Seattle),L372668
forest_loss_5,6.22E-04,Hanoi Botanical Gardens,L1877540
forest_loss_5,0.001588688,Hofgarten Düsseldorf,L3024180
forest_loss_5,0.013335796,Houston--West 11th Street Park,L281716
forest_loss_5,3.50E-04,"Humboldt Park, Chicago",L339164
forest_loss_5,7.93E-04,Hyde Park,L938388
forest_loss_5,8.21E-05,Jakarta--Monas,L1416967
forest_loss_5,0.015399104,Jardín Botánico de Medellín Joaquín Antonio Uribe,L1119406
forest_loss_5,0.010009716,Jardín Botánico José Celestino Mutis,L2404145
forest_loss_5,0.002616316,Johannesburg Botanical Gardens,L1277000
forest_loss_5,7.04E-05,Kiwanis Park,L834429
forest_loss_5,8.52E-04,Kowloon Park,L1435080
forest_loss_5,0.017442223,Kuala Lumpur City Center Park,L2688240
forest_loss_5,9.61E-04,Kunming--Green Lake Park,L957929
forest_loss_5,9.43E-05,Lago del Golf,L1471853
forest_loss_5,5.25E-05,Lalbagh Botanical Gardens,L2525698
forest_loss_5,3.79E-04,Lodi Gardens,L2265071
forest_loss_5,0.002531197,Lucknow Zoological Garden,L3922053
forest_loss_5,0.002212157,"Manila American Cemetery & Memorial, Taguig",L1271819
forest_loss_5,0.008462458,Mt. Davidson,L419667
forest_loss_5,0.005885792,Nairobi River @ National Museums of Kenya (incl. Boulevard Hotel),L1046815
forest_loss_5,0.001160641,Namsan Mountain,L1668242
forest_loss_5,0.002733637,Pantoja Park,L1830072
forest_loss_5,0.001041793,Paris--6e arr.--Jardin du Luxembourg,L920889
forest_loss_5,0.030083212,Parque Chico Mendes,L2386097
forest_loss_5,0.002644408,"Parque de El Retiro, Madrid",L1139116
forest_loss_5,1.83E-04,"Parque de la Ciutadella, Barcelona",L4026586
forest_loss_5,3.26E-04,Parque do Ibirapuera,L1800556
forest_loss_5,0.009545931,Parque Rufino Tamayo,L2875912
forest_loss_5,0.001747671,PN de l'Île-de-la-Visitation,L459787
forest_loss_5,4.03E-04,Prospect Park,L109516
forest_loss_5,0.003778808,Royal Botanic Gardens (Melbourne),L919153
forest_loss_5,2.36E-05,Safa Park,L982332
forest_loss_5,7.47E-04,Saigon--Thao Cam Vien (Saigon Zoo),L1118709
forest_loss_5,1.07E-04,"Sanjeevaiah Park, Hyderabad",L2472492
forest_loss_5,0.0240444,Santo Domingo--Jardín Botánico Nacional,L352473
forest_loss_5,4.88E-05,Shahr Park (general area),L3158781
forest_loss_5,7.36E-06,Shangaii--Century Park,L1029418
forest_loss_5,0.003070065,Shushan Forest Park,L3483931
forest_loss_5,1.76E-04,Sun Yat-sen University Campus,L2354294
forest_loss_5,3.64E-04,Technopole,L2389491
forest_loss_5,5.51E-04,Tiantan Park (Temple of Heaven),L2398320
forest_loss_5,3.42E-04,Toronto--Queen's Park,L571677
forest_loss_5,0.001365282,UM Dearborn--Rouge River Bird Observatory,L511955
forest_loss_5,0.015094578,University of Ghana Botanical Gardens,L2265183
forest_loss_5,0.001482483,Villa Borghese,L1017789
forest_loss_5,1.01E-04,Viveros de Coyoacán,L294783
forest_loss_5,8.97E-04,Woodlands Cemetery,L715912
forest_loss_5,0.001061912,Yangon--Inya Lake,L1899347
