Area,BUFF_DIST,LOCALITY_I,Perimeter,value,file.name
813.4974407,25,L806691,13.13482194,16.82962146,gls_water_25
790.6461919,25,L213077,11.85319233,4.978704075,gls_water_25
699.5155119,25,L453412,12.2642329,54.34322011,gls_water_25
688.9089054,25,L938388,11.58241077,3.354550301,gls_water_25
671.2881167,25,L109439,14.74217781,75.29134851,gls_water_25
619.2460061,25,L191106,13.03461987,25.09150895,gls_water_25
429.9630584,25,L109516,9.806453823,49.09909096,gls_water_25
409.6210974,25,L923357,8.123751837,44.47770792,gls_water_25
380.0643874,25,L663110,7.900171122,10.7268767,gls_water_25
357.1702097,25,L451783,11.86242988,18.99926816,gls_water_25
353.4472499,25,L11,7.647478528,53.61176509,gls_water_25
331.5524457,25,L285884,7.351110814,49.12849632,gls_water_25
319.0909037,25,L684445,8.24315392,2.260960245,gls_water_25
281.8079743,25,L945869,7.917616955,61.76348413,gls_water_25
274.5874481,25,L165056,6.777135664,13.31120594,gls_water_25
269.8380529,25,L271279,7.179805207,2.067719947,gls_water_25
243.095914,25,L1025768,6.201269384,5.928487699,gls_water_25
228.3071132,25,L298724,6.3240743,62.60299613,gls_water_25
221.92285,25,L797450,6.048442742,0.053609372,gls_water_25
218.2688057,25,L340861,10.2951507,30.39892181,gls_water_25
217.5057554,25,L732477,6.138825815,2.265561279,gls_water_25
217.2872915,25,L268530,8.669759547,4.085144135,gls_water_25
203.8869419,25,L2468319,7.213091601,16.59252759,gls_water_25
202.9866002,25,L456488,7.538904307,0.412968464,gls_water_25
196.1479739,25,L252263,6.378792977,44.64577921,gls_water_25
195.1515519,25,L945563,7.491118318,2.987919504,gls_water_25
193.0574293,25,L919153,6.271403326,27.33294356,gls_water_25
180.2503623,25,L681420,5.608294963,24.88882143,gls_water_25
172.2545638,25,L207391,6.151848882,21.9609176,gls_water_25
155.706136,25,L486301,6.404377203,2.513359611,gls_water_25
155.6967854,25,L305312,6.625675685,30.90665303,gls_water_25
148.6685496,25,L796467,6.166389618,28.55147259,gls_water_25
147.3843367,25,L447381,5.598376426,6.679616864,gls_water_25
144.3757788,25,L275836,5.691863051,57.8003854,gls_water_25
144.0509166,25,L339164,5.331651204,46.49926526,gls_water_25
139.3080943,25,L620970,4.775986637,15.57233857,gls_water_25
129.7488156,25,L148362,6.075697426,14.72774633,gls_water_25
128.4767034,25,L152123,4.777319255,8.923030796,gls_water_25
127.8079008,25,L108460,4.815162072,42.01844588,gls_water_25
108.0565067,25,L2205485,8.383377561,4.643723323,gls_water_25
107.8573867,25,L1215121,4.771933533,3.71815143,gls_water_25
105.5116638,25,L343087,5.393706839,2.176852896,gls_water_25
102.340698,25,L108479,4.021158782,26.84153086,gls_water_25
96.84988008,25,L250145,4.795861467,0.040018178,gls_water_25
95.16645998,25,L458792,5.883104866,26.35128844,gls_water_25
93.73892113,25,L1743685,4.17784758,2.186076881,gls_water_25
89.83552913,25,L299578,4.033944585,12.94963751,gls_water_25
83.63361068,25,L807500,6.47805541,4.540734894,gls_water_25
83.33875035,25,L2390329,4.021541947,1.478891459,gls_water_25
82.2925033,25,L2041660,3.686770374,41.74061987,gls_water_25
81.43173982,25,L1163678,4.129937205,8.351132709,gls_water_25
77.29235124,25,L1160385,5.247531585,27.51378089,gls_water_25
76.90147549,25,L834429,5.118132766,0.298224703,gls_water_25
75.65575155,25,L449982,3.474831634,23.83552415,gls_water_25
75.04806455,25,L342893,4.211326752,11.2699008,gls_water_25
74.99682478,25,L590796,5.473325974,73.07853352,gls_water_25
69.36152985,25,L889273,3.514993998,9.160835363,gls_water_25
65.17827951,25,L618326,3.798472575,0.016296613,gls_water_25
62.48892426,25,L227274,3.622011139,0.040331479,gls_water_25
60.3667342,25,L232994,3.965223168,2.341313355,gls_water_25
60.04776679,25,L710606,4.637691061,27.87278578,gls_water_25
59.78429576,25,L196159,3.463815592,46.06051501,gls_water_25
59.35114917,25,L711719,3.239175882,2.45914664,gls_water_25
55.2938267,25,L209928,3.442792364,32.91126569,gls_water_25
48.74494516,25,L1409960,4.207193165,1.430089687,gls_water_25
41.52692277,25,L1070558,3.403294442,69.03823962,gls_water_25
40.88619848,25,L1448462,6.585374467,1.399469489,gls_water_25
38.9454954,25,L250958,2.646238463,0.017060918,gls_water_25
38.88254494,25,L715912,2.614425012,5.879578417,gls_water_25
37.42166983,25,L883813,2.56518368,2.22057567,gls_water_25
34.0470971,25,L588572,3.552011792,2.01177683,gls_water_25
33.92931433,25,L634615,3.061784846,5.899016412,gls_water_25
33.66621996,25,L571677,2.897408564,61.13351374,gls_water_25
32.9713361,25,L2807001,2.898828457,1.07639616,gls_water_25
31.32391737,25,L3187356,4.290778941,1.427821027,gls_water_25
30.75045904,25,L200830,2.589964103,35.36582076,gls_water_25
28.71537021,25,L1150366,2.375736161,1.842158894,gls_water_25
