Area,BUFF_DIST,LOCALITY_I,Perimeter,value,file.name
813.4974407,15,L806691,13.13482194,0.29812743,evi_2015_15
790.6461919,15,L213077,11.85319233,0.202987948,evi_2015_15
699.5155119,15,L453412,12.2642329,0.190665729,evi_2015_15
688.9089054,15,L938388,11.58241077,0.29978142,evi_2015_15
671.2881167,15,L109439,14.74217781,-0.002620439,evi_2015_15
619.2460061,15,L191106,13.03461987,0.065769499,evi_2015_15
429.9630584,15,L109516,9.806453823,7.73E-04,evi_2015_15
409.6210974,15,L923357,8.123751837,0.161406965,evi_2015_15
380.0643874,15,L663110,7.900171122,0.242185039,evi_2015_15
357.1702097,15,L451783,11.86242988,0.259279124,evi_2015_15
353.4472499,15,L11,7.647478528,0.148878976,evi_2015_15
331.5524457,15,L285884,7.351110814,2.91E-04,evi_2015_15
319.0909037,15,L684445,8.24315392,0.154799384,evi_2015_15
281.8079743,15,L945869,7.917616955,0.145462286,evi_2015_15
274.5874481,15,L165056,6.777135664,0.282979459,evi_2015_15
269.8380529,15,L271279,7.179805207,0.22820501,evi_2015_15
243.095914,15,L1025768,6.201269384,0.198260454,evi_2015_15
228.3071132,15,L298724,6.3240743,-0.161387566,evi_2015_15
221.92285,15,L797450,6.048442742,0.11229518,evi_2015_15
218.2688057,15,L340861,10.2951507,0.381519865,evi_2015_15
217.5057554,15,L732477,6.138825815,0.150361241,evi_2015_15
217.2872915,15,L268530,8.669759547,0.203998636,evi_2015_15
203.8869419,15,L2468319,7.213091601,0.319936496,evi_2015_15
202.9866002,15,L456488,7.538904307,0.120216075,evi_2015_15
196.1479739,15,L252263,6.378792977,0.165005694,evi_2015_15
195.1515519,15,L945563,7.491118318,0.290632406,evi_2015_15
193.0574293,15,L919153,6.271403326,0.14735652,evi_2015_15
180.2503623,15,L681420,5.608294963,0.161343609,evi_2015_15
172.2545638,15,L207391,6.151848882,0.22773935,evi_2015_15
155.706136,15,L486301,6.404377203,0.251117116,evi_2015_15
155.6967854,15,L305312,6.625675685,0.277905639,evi_2015_15
