Area,Id,LOCALITY_I,Perimeter,value,file.name
217.2872915,0,L268530,8.669759547,0.378583439,evi_2016_hs
790.6461919,0,L213077,11.85319233,0.374014834,evi_2016_hs
107.8573867,0,L1215121,4.771933533,0.34706028,evi_2016_hs
128.4767034,0,L152123,4.777319255,0.295562254,evi_2016_hs
81.43173982,0,L1163678,4.129937205,0.311624433,evi_2016_hs
196.1479739,0,L252263,6.378792977,0.19651871,evi_2016_hs
23.72710521,0,L454170,2.106393862,0.167338369,evi_2016_hs
127.8079008,0,L108460,4.815162072,0.233295457,evi_2016_hs
102.340698,0,L108479,4.021158782,0.269041372,evi_2016_hs
144.0509166,0,L339164,5.331651204,0.25593907,evi_2016_hs
228.3071132,0,L298724,6.3240743,0.242217197,evi_2016_hs
353.4472499,0,L11,7.647478528,0.173172067,evi_2016_hs
3.014494833,0,L1620006,0.918286157,0.254289126,evi_2016_hs
33.66621996,0,L571677,2.897408564,0.088487785,evi_2016_hs
21.74399686,0,L2921580,3.802309809,0.238351864,evi_2016_hs
4.082893853,0,L2889249,1.25598204,0.176302152,evi_2016_hs
14.69443918,0,L2921596,2.802077398,0.247658768,evi_2016_hs
10.27955091,0,L2960422,1.68200426,0.152351855,evi_2016_hs
7.335856056,0,L717897,1.258993105,0.086970051,evi_2016_hs
269.8380529,0,L271279,7.179805207,0.268017867,evi_2016_hs
11.07748812,0,L1138317,2.59040892,0.250010588,evi_2016_hs
28.71537021,0,L1150366,2.375736161,0.276007838,evi_2016_hs
139.3080943,0,L620970,4.775986637,0.393726292,evi_2016_hs
32.9713361,0,L2807001,2.898828457,0.261555074,evi_2016_hs
59.35114917,0,L711719,3.239175882,0.250766444,evi_2016_hs
12.06031765,0,L1877656,1.730353462,0.466925854,evi_2016_hs
30.75045904,0,L200830,2.589964103,0.606240431,evi_2016_hs
95.16645998,0,L458792,5.883104866,0.564758726,evi_2016_hs
155.6967854,0,L305312,6.625675685,0.26944113,evi_2016_hs
8.054821953,0,L886942,1.149968823,0.470107177,evi_2016_hs
14.98169863,0,L127353,2.211383781,0.472696133,evi_2016_hs
129.7488156,0,L148362,6.075697426,0.443006062,evi_2016_hs
11.61341834,0,L796074,1.625463791,0.222960448,evi_2016_hs
18.46289688,0,L304833,1.786136513,0.321810387,evi_2016_hs
619.2460061,0,L191106,13.03461987,0.173654949,evi_2016_hs
4.349022249,0,L683555,0.840172943,0.102992772,evi_2016_hs
331.5524457,0,L285884,7.351110814,0.449893393,evi_2016_hs
429.9630584,0,L109516,9.806453823,0.285647162,evi_2016_hs
243.095914,0,L1025768,6.201269384,0.36924292,evi_2016_hs
38.88254494,0,L715912,2.614425012,0.382322174,evi_2016_hs
75.65575155,0,L449982,3.474831634,0.319229858,evi_2016_hs
77.29235124,0,L1160385,5.247531585,0.32505954,evi_2016_hs
180.2503623,0,L681420,5.608294963,0.106755063,evi_2016_hs
55.2938267,0,L209928,3.442792364,0.245323606,evi_2016_hs
172.2545638,0,L207391,6.151848882,0.319032375,evi_2016_hs
60.04776679,0,L710606,4.637691061,0.180722367,evi_2016_hs
357.1702097,0,L451783,11.86242988,0.181663051,evi_2016_hs
218.2688057,0,L340861,10.2951507,0.276023649,evi_2016_hs
65.17827951,0,L618326,3.798472575,0.399814536,evi_2016_hs
